country,country_name,year,level,code,label,parent,direction,weight,raw_value,score,integration_level
QAT,Qatar,2017,1,ind_44_stock,Stock Market Openness,Financial,1,1,50,50,NA
QAT,Qatar,2017,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,4.665247449559298,6.473092799492653,NA
QAT,Qatar,2017,1,ind_52,Services Trade Share,Trade,1,1,0.9330494899118598,6.99781564187124,NA
QAT,Qatar,2017,1,ind_55,Non-oil Trade Intensity,Trade,1,1,3.0637760233488383,7.570258217809638,NA
QAT,Qatar,2017,1,ind_56,Services % of Total Trade,Trade,1,1,20,33.33333333333333,NA
QAT,Qatar,2017,1,ind_63,Intermediate Goods Share,Trade,1,1,25.669122722935274,46.22831947577774,NA
QAT,Qatar,2017,1,ind_64,Trade Diversification,Trade,1,1,64.13109488046281,88.20305875983098,NA
QAT,Qatar,2017,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.9696814878921943,67.77003274107092,NA
QAT,Qatar,2017,1,ind_71_student,Student Mobility,Labor,1,1,1.5136133444615478,37.21870175856155,NA
QAT,Qatar,2017,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,33.37823898049553,49.17465005306365,NA
QAT,Qatar,2017,1,ind_bank_depth,Banking Depth,Financial,1,1,223.10720571129855,65.22846055685999,NA
QAT,Qatar,2017,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,143.29322818994117,23.248822032208466,NA
QAT,Qatar,2017,1,ind_conv_income,Real Income Convergence,Convergence,1,1,44.26229508196722,0,NA
QAT,Qatar,2017,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,99.48339483394834,100,NA
QAT,Qatar,2017,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,74.52896891454478,74.35043552993116,NA
QAT,Qatar,2017,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,89.70597493999878,66.38728625983514,NA
QAT,Qatar,2017,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,71.34850897865891,57.68348601522967,NA
QAT,Qatar,2017,1,ind_conv_price,Price Level Convergence,Convergence,1,1,82.39999999999999,21.24914497745957,NA
QAT,Qatar,2017,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,16719.848668027596,78.8939608973966,NA
QAT,Qatar,2017,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-20.299122305227844,62.0542810412816,NA
QAT,Qatar,2017,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,-1.497604689566634,34.77250220672946,NA
QAT,Qatar,2017,1,ind_inflation,Inflation Rate,Financial,-1,1,0.26265161020493366,62.33976848802693,NA
QAT,Qatar,2017,1,ind_lfpr,Labor Force Participation,Labor,1,1,88.4,98.00569800569804,NA
QAT,Qatar,2017,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,9.815881823970729,60.71401013870224,NA
QAT,Qatar,2017,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,8.047170293872506,11.458573837357909,NA
QAT,Qatar,2017,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,65.99506875353205,45.63700784882022,NA
QAT,Qatar,2017,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,10.734156089585657,8.721119307348,NA
QAT,Qatar,2017,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,34.004931246467926,45.63700784882027,NA
QAT,Qatar,2017,1,ind_unemployment,Unemployment Rate,Labor,-1,1,0.3,100,NA
QAT,Qatar,2017,2,Convergence,Convergence,Index,1,0.1,NA,48.988453544952,NA
QAT,Qatar,2017,2,Financial,Financial Integration,Index,1,0.2,NA,50.95208543783252,NA
QAT,Qatar,2017,2,Infrastructure,Infrastructure,Index,1,0.2,NA,45.144831519750184,NA
QAT,Qatar,2017,2,Labor,Labor & Mobility,Index,1,0.2,NA,70.43381651167883,NA
QAT,Qatar,2017,2,Sustainability,Sustainability,Index,1,0.1,NA,27.8634272105866,NA
QAT,Qatar,2017,2,Trade,Trade Integration,Index,1,0.2,NA,31.467646371352597,NA
QAT,Qatar,2017,3,Index,GCC Economic Integration Index,NA,1,1,NA,47.284864043676684,Moderate
SAU,Saudi Arabia,2017,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,3.3423368042165036,5.842555911707803,NA
SAU,Saudi Arabia,2017,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.19368987442601215,50,NA
SAU,Saudi Arabia,2017,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,3781.380316488109,58.432348920360575,NA
SAU,Saudi Arabia,2017,1,ind_44_stock,Stock Market Openness,Financial,1,1,94.98268024061453,94.98268024061453,NA
SAU,Saudi Arabia,2017,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,3.430423013712009,1.6152133860071627,NA
SAU,Saudi Arabia,2017,1,ind_52,Services Trade Share,Trade,1,1,0.5145634520568013,0.5703025214755868,NA
SAU,Saudi Arabia,2017,1,ind_55,Non-oil Trade Intensity,Trade,1,1,3.276000505723684,8.624546047714524,NA
SAU,Saudi Arabia,2017,1,ind_56,Services % of Total Trade,Trade,1,1,15,0,NA
SAU,Saudi Arabia,2017,1,ind_63,Intermediate Goods Share,Trade,1,1,38.454364582677705,87.59501833889868,NA
SAU,Saudi Arabia,2017,1,ind_64,Trade Diversification,Trade,1,1,61.40628104446968,74.78229531375881,NA
SAU,Saudi Arabia,2017,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.17619322243619573,9.822898245640152,NA
SAU,Saudi Arabia,2017,1,ind_71_student,Student Mobility,Labor,1,1,0.2821415837472244,4.471927201361013,NA
SAU,Saudi Arabia,2017,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,20.32243096998916,22.52511659490513,NA
SAU,Saudi Arabia,2017,1,ind_bank_depth,Banking Depth,Financial,1,1,83.06011048139685,5.433448820942453,NA
SAU,Saudi Arabia,2017,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,123.35996465712444,20.014720168153325,NA
SAU,Saudi Arabia,2017,1,ind_conv_income,Real Income Convergence,Convergence,1,1,78.68852459016394,77.77777777777777,NA
SAU,Saudi Arabia,2017,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,88.5608856088561,89.02077151335313,NA
SAU,Saudi Arabia,2017,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,75.70338607301676,76.15757888652446,NA
SAU,Saudi Arabia,2017,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,95.56258627246568,87.94592708261966,NA
SAU,Saudi Arabia,2017,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,87.649600794471,84.825054147225,NA
SAU,Saudi Arabia,2017,1,ind_conv_price,Price Level Convergence,Convergence,1,1,84,33.406915734597426,NA
SAU,Saudi Arabia,2017,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,11439.485391828966,33.15414733325625,NA
SAU,Saudi Arabia,2017,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-44.15872972863124,44.01969573734066,NA
SAU,Saudi Arabia,2017,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,1.1821070587828553,47.72170977595557,NA
SAU,Saudi Arabia,2017,1,ind_inflation,Inflation Rate,Financial,-1,1,-0.8381945796750556,76.90865384119256,NA
SAU,Saudi Arabia,2017,1,ind_lfpr,Labor Force Participation,Labor,1,1,55.6,4.558404558404564,NA
SAU,Saudi Arabia,2017,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,2.446822635449339,26.316096798816545,NA
SAU,Saudi Arabia,2017,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,13.420768243406586,48.37574337254391,NA
SAU,Saudi Arabia,2017,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,76.83272272554595,71.44212937937647,NA
SAU,Saudi Arabia,2017,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,27.107973969552866,49.74158858082232,NA
SAU,Saudi Arabia,2017,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,23.167385198061403,71.44187240662103,NA
SAU,Saudi Arabia,2017,1,ind_unemployment,Unemployment Rate,Labor,-1,1,12.8,0,NA
SAU,Saudi Arabia,2017,2,Convergence,Convergence,Index,1,0.1,NA,67.02124933003583,NA
SAU,Saudi Arabia,2017,2,Financial,Financial Integration,Index,1,0.2,NA,43.90310514082126,NA
SAU,Saudi Arabia,2017,2,Infrastructure,Infrastructure,Index,1,0.2,NA,45.79324812680841,NA
SAU,Saudi Arabia,2017,2,Labor,Labor & Mobility,Index,1,0.2,NA,8.275669320062173,NA
SAU,Saudi Arabia,2017,2,Sustainability,Sustainability,Index,1,0.1,NA,60.25033343484093,NA
SAU,Saudi Arabia,2017,2,Trade,Trade Integration,Index,1,0.2,NA,28.864562601309125,NA
SAU,Saudi Arabia,2017,3,Index,GCC Economic Integration Index,NA,1,1,NA,38.09447531428787,Weak
ARE,United Arab Emirates,2018,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,6.641372995744153,18.562014907692934,NA
ARE,United Arab Emirates,2018,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.6397413056757528,58.94736166433069,NA
ARE,United Arab Emirates,2018,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,3299,50.940141700674936,NA
ARE,United Arab Emirates,2018,1,ind_44_stock,Stock Market Openness,Financial,1,1,84.56665074731589,84.56665074731589,NA
ARE,United Arab Emirates,2018,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,13.647553876572417,41.81006881865022,NA
ARE,United Arab Emirates,2018,1,ind_52,Services Trade Share,Trade,1,1,4.094266162971725,55.550837259149496,NA
ARE,United Arab Emirates,2018,1,ind_55,Non-oil Trade Intensity,Trade,1,1,11.841347674117925,51.17543922222729,NA
ARE,United Arab Emirates,2018,1,ind_56,Services % of Total Trade,Trade,1,1,30,100,NA
ARE,United Arab Emirates,2018,1,ind_63,Intermediate Goods Share,Trade,1,1,25.920523410634182,47.0417273609088,NA
ARE,United Arab Emirates,2018,1,ind_64,Trade Diversification,Trade,1,1,59.441934458822196,65.10712759997416,NA
ARE,United Arab Emirates,2018,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,1.1111240244078366,78.09934704055415,NA
ARE,United Arab Emirates,2018,1,ind_71_student,Student Mobility,Labor,1,1,1.3721384771235439,33.456662112975074,NA
ARE,United Arab Emirates,2018,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,14.286332929152953,10.20422488398676,NA
ARE,United Arab Emirates,2018,1,ind_bank_depth,Banking Depth,Financial,1,1,171.44475090344667,43.17047294583068,NA
ARE,United Arab Emirates,2018,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,240.16091027751065,38.96526257845153,NA
ARE,United Arab Emirates,2018,1,ind_conv_income,Real Income Convergence,Convergence,1,1,88.10160427807487,99.0443652208358,NA
ARE,United Arab Emirates,2018,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,81.44144144144144,81.86435693854092,NA
ARE,United Arab Emirates,2018,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,82.71820577901899,86.95168619154312,NA
ARE,United Arab Emirates,2018,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,90.54614975192464,69.48003494511124,NA
ARE,United Arab Emirates,2018,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,79.2501962279031,70.83991659401147,NA
ARE,United Arab Emirates,2018,1,ind_conv_price,Price Level Convergence,Convergence,1,1,87.37560975609756,59.0568467222174,NA
ARE,United Arab Emirates,2018,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,14502.325322150899,59.685224848548756,NA
ARE,United Arab Emirates,2018,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-32.243687005527256,53.02583110984245,NA
ARE,United Arab Emirates,2018,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,1.5372063402149472,49.437660868747315,NA
ARE,United Arab Emirates,2018,1,ind_inflation,Inflation Rate,Financial,-1,1,3.0626792861191854,25.28347254850724,NA
ARE,United Arab Emirates,2018,1,ind_lfpr,Labor Force Participation,Labor,1,1,80.9,76.63817663817667,NA
ARE,United Arab Emirates,2018,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,2.7183038621570708,27.583339668061598,NA
ARE,United Arab Emirates,2018,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,8.723034842989026,16.101832670058634,NA
ARE,United Arab Emirates,2018,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,75.19436584343296,67.54110074693227,NA
ARE,United Arab Emirates,2018,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,17.631678768830604,26.00112200441148,NA
ARE,United Arab Emirates,2018,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,24.805634156567034,67.54110074693229,NA
ARE,United Arab Emirates,2018,1,ind_unemployment,Unemployment Rate,Labor,-1,1,11.8,4.737602419606414,NA
ARE,United Arab Emirates,2018,2,Convergence,Convergence,Index,1,0.1,NA,72.31463845581592,NA
ARE,United Arab Emirates,2018,2,Financial,Financial Integration,Index,1,0.2,NA,45.0721005575411,NA
ARE,United Arab Emirates,2018,2,Infrastructure,Infrastructure,Index,1,0.2,NA,55.31268327461184,NA
ARE,United Arab Emirates,2018,2,Labor,Labor & Mobility,Index,1,0.2,NA,40.627202619059815,NA
ARE,United Arab Emirates,2018,2,Sustainability,Sustainability,Index,1,0.1,NA,44.296289042083664,NA
ARE,United Arab Emirates,2018,2,Trade,Trade Integration,Index,1,0.2,NA,60.114200043484985,NA
ARE,United Arab Emirates,2018,3,Index,GCC Economic Integration Index,NA,1,1,NA,51.886330048729505,Moderate
BHR,Bahrain,2018,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,27.11989841956028,97.51712461379546,NA
BHR,Bahrain,2018,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,2.661182855861688,99.8974924483696,NA
BHR,Bahrain,2018,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,4123,63.738298130370694,NA
BHR,Bahrain,2018,1,ind_44_stock,Stock Market Openness,Financial,1,1,97.28379366731107,97.28379366731107,NA
BHR,Bahrain,2018,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,30.459278305580924,100,NA
BHR,Bahrain,2018,1,ind_52,Services Trade Share,Trade,1,1,7.614819576395232,100,NA
BHR,Bahrain,2018,1,ind_55,Non-oil Trade Intensity,Trade,1,1,15.714801964773276,70.41796804186563,NA
BHR,Bahrain,2018,1,ind_56,Services % of Total Trade,Trade,1,1,25,66.66666666666666,NA
BHR,Bahrain,2018,1,ind_63,Intermediate Goods Share,Trade,1,1,21.458078434939505,32.60346960029046,NA
BHR,Bahrain,2018,1,ind_64,Trade Diversification,Trade,1,1,56.43332787049602,50.28857493745693,NA
BHR,Bahrain,2018,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.4610499297780374,30.62551203448717,NA
BHR,Bahrain,2018,1,ind_71_student,Student Mobility,Labor,1,1,0.578807271149917,12.360735287871858,NA
BHR,Bahrain,2018,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,34.232813018930585,50.91900776814507,NA
BHR,Bahrain,2018,1,ind_bank_depth,Banking Depth,Financial,1,1,216.0433543952255,62.21245317982742,NA
BHR,Bahrain,2018,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,142.99124513250067,23.199826343801817,NA
BHR,Bahrain,2018,1,ind_conv_income,Real Income Convergence,Convergence,1,1,75,69.44444444444443,NA
BHR,Bahrain,2018,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,57.2972972972973,57.59483519127436,NA
BHR,Bahrain,2018,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,37.17493302163823,16.871628004977808,NA
BHR,Bahrain,2018,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,76.24857955475463,16.8495694725966,NA
BHR,Bahrain,2018,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,47.869215860127944,18.59010251256456,NA
BHR,Bahrain,2018,1,ind_conv_price,Price Level Convergence,Convergence,1,1,90.73170731707316,84.55851221279903,NA
BHR,Bahrain,2018,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,11882.919264369224,36.99528128505089,NA
BHR,Bahrain,2018,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-19.19781594454891,62.8867173490121,NA
BHR,Bahrain,2018,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,2.052632981635405,51.928364046271355,NA
BHR,Bahrain,2018,1,ind_inflation,Inflation Rate,Financial,-1,1,2.092018172227794,38.129454680308406,NA
BHR,Bahrain,2018,1,ind_lfpr,Labor Force Participation,Labor,1,1,72.06666666666666,51.47198480531814,NA
BHR,Bahrain,2018,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,1.5518962833032608,22.138684415611408,NA
BHR,Bahrain,2018,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,17.170690771009568,74.1380960821164,NA
BHR,Bahrain,2018,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,85.01674049394984,90.92877968831323,NA
BHR,Bahrain,2018,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,32.50521644898853,63.263017786411126,NA
BHR,Bahrain,2018,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,14.983259506050164,90.92877968831323,NA
BHR,Bahrain,2018,1,ind_unemployment,Unemployment Rate,Labor,-1,1,4.3,67.38275646195203,NA
BHR,Bahrain,2018,2,Convergence,Convergence,Index,1,0.1,NA,41.01555974035122,NA
BHR,Bahrain,2018,2,Financial,Financial Integration,Index,1,0.2,NA,66.49926055006335,NA
BHR,Bahrain,2018,2,Infrastructure,Infrastructure,Index,1,0.2,NA,50.366789707710794,NA
BHR,Bahrain,2018,2,Labor,Labor & Mobility,Index,1,0.2,NA,42.55199927155485,NA
BHR,Bahrain,2018,2,Sustainability,Sustainability,Index,1,0.1,NA,79.8146683112885,NA
BHR,Bahrain,2018,2,Trade,Trade Integration,Index,1,0.2,NA,69.99611320771326,NA
BHR,Bahrain,2018,3,Index,GCC Economic Integration Index,NA,1,1,NA,57.965855352572426,Moderate
GCC,GCC,2018,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,5.90796529724801,15.734355977391282,NA
GCC,GCC,2018,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.5086501153408773,56.2917313848627,NA
GCC,GCC,2018,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,2800.138117110848,43.19194702345655,NA
GCC,GCC,2018,1,ind_44_stock,Stock Market Openness,Financial,1,1,89.04105831420715,89.04105831420715,NA
GCC,GCC,2018,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,6.82075039293891,15.019029684911613,NA
GCC,GCC,2018,1,ind_52,Services Trade Share,Trade,1,1,1.520954001868627,15.893143350365587,NA
GCC,GCC,2018,1,ind_55,Non-oil Trade Intensity,Trade,1,1,5.826206077172548,21.293445826135425,NA
GCC,GCC,2018,1,ind_56,Services % of Total Trade,Trade,1,1,18.75,25,NA
GCC,GCC,2018,1,ind_63,Intermediate Goods Share,Trade,1,1,34.123740823134014,73.58326862655262,NA
GCC,GCC,2018,1,ind_64,Trade Diversification,Trade,1,1,61.55334521176235,75.50664329473163,NA
GCC,GCC,2018,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.4954026647160506,33.13423539991081,NA
GCC,GCC,2018,1,ind_71_student,Student Mobility,Labor,1,1,0.8710634502319556,20.13228760003933,NA
GCC,GCC,2018,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,22.44388083502986,26.855423008166735,NA
GCC,GCC,2018,1,ind_bank_depth,Banking Depth,Financial,1,1,115.33027059040577,19.21163250458472,NA
GCC,GCC,2018,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,189.66776189491105,30.77292693620547,NA
GCC,GCC,2018,1,ind_conv_income,Real Income Convergence,Convergence,1,1,76.29278074866312,72.36517132105367,NA
GCC,GCC,2018,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,87.27567567567567,87.72888764135055,NA
GCC,GCC,2018,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,79.17027760343447,81.49228466123867,NA
GCC,GCC,2018,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,92.78266967452458,77.71283834748843,NA
GCC,GCC,2018,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,84.15919709855902,79.01347840793187,NA
GCC,GCC,2018,1,ind_conv_price,Price Level Convergence,Convergence,1,1,84.22556097560975,35.12086488035975,NA
GCC,GCC,2018,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,12747.00721569368,44.480224977230634,NA
GCC,GCC,2018,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-20.618243071203853,61.8130695840215,NA
GCC,GCC,2018,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,2.562837690696391,54.39383320895149,NA
GCC,GCC,2018,1,ind_inflation,Inflation Rate,Financial,-1,1,2.076504208858675,38.334770514414664,NA
GCC,GCC,2018,1,ind_lfpr,Labor Force Participation,Labor,1,1,66.35083789669986,35.187572355270255,NA
GCC,GCC,2018,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,1.9113886663780908,23.816753151796746,NA
GCC,GCC,2018,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,10.897691613026575,31.04194791766049,NA
GCC,GCC,2018,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,69.26855326311879,53.43137605954303,NA
GCC,GCC,2018,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,20.6349989363586,33.52518288951609,NA
GCC,GCC,2018,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,30.7314963666432,53.431257888023374,NA
GCC,GCC,2018,1,ind_unemployment,Unemployment Rate,Labor,-1,1,9.9645391,21.637361820451467,NA
GCC,GCC,2018,2,Convergence,Convergence,Index,1,0.1,NA,66.31520745651834,NA
GCC,GCC,2018,2,Financial,Financial Integration,Index,1,0.2,NA,44.82965058002878,NA
GCC,GCC,2018,2,Infrastructure,Infrastructure,Index,1,0.2,NA,43.83608600034359,NA
GCC,GCC,2018,2,Labor,Labor & Mobility,Index,1,0.2,NA,27.38937603676772,NA
GCC,GCC,2018,2,Sustainability,Sustainability,Index,1,0.1,NA,42.85744118868575,NA
GCC,GCC,2018,2,Trade,Trade Integration,Index,1,0.2,NA,37.71592179711614,NA
GCC,GCC,2018,3,Index,GCC Economic Integration Index,NA,1,1,NA,41.671471747371655,Moderate
KWT,Kuwait,2018,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,20.525791590813807,72.0934958464651,NA
KWT,Kuwait,2018,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,1.8099097081294355,82.65249878067252,NA
KWT,Kuwait,2018,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,72.234,0.8228406933645906,NA
KWT,Kuwait,2018,1,ind_44_stock,Stock Market Openness,Financial,1,1,100,100,NA
KWT,Kuwait,2018,1,ind_51,Intra-GCC Trade Intensity,Trade,1,1,5.970044968351511,11.606250859292762,NA
KWT,Kuwait,2018,1,ind_52,Services Trade Share,Trade,1,1,0.8955067452527264,6.421197876774333,NA
KWT,Kuwait,2018,1,ind_55,Non-oil Trade Intensity,Trade,1,1,5.875702383097526,21.539333352296442,NA
KWT,Kuwait,2018,1,ind_56,Services % of Total Trade,Trade,1,1,15,0,NA
KWT,Kuwait,2018,1,ind_63,Intermediate Goods Share,Trade,1,1,40.156552489465426,93.10245381184423,NA
KWT,Kuwait,2018,1,ind_64,Trade Diversification,Trade,1,1,61.13503774895026,73.44631703244903,NA
KWT,Kuwait,2018,1,ind_69_labor,GCC Labor Mobility,Labor,1,1,0.8877607118374882,61.78749407645173,NA
KWT,Kuwait,2018,1,ind_71_student,Student Mobility,Labor,1,1,3.448104232700091,88.65986266943828,NA
KWT,Kuwait,2018,1,ind_72_tourism,Intra-GCC Tourism Share,Labor,1,1,51.85350025842761,86.88637905354054,NA
KWT,Kuwait,2018,1,ind_bank_depth,Banking Depth,Financial,1,1,153.83499521755613,35.65174828984337,NA
KWT,Kuwait,2018,1,ind_conv_fiscal,Fiscal Balance Convergence,Convergence,1,1,156.1151139826116,25.329127882502807,NA
KWT,Kuwait,2018,1,ind_conv_income,Real Income Convergence,Convergence,1,1,82.08556149732621,85.45256486432957,NA
KWT,Kuwait,2018,1,ind_conv_interest,Interest Rate Convergence,Convergence,1,1,93.33333333333333,93.81800197823937,NA
KWT,Kuwait,2018,1,ind_conv_manufacturing,Manufacturing Convergence,Convergence,1,1,70.44615826181615,68.06797950986876,NA
KWT,Kuwait,2018,1,ind_conv_non_oil,Non-oil Convergence,Convergence,1,1,76.55064684361894,17.961502605129553,NA
KWT,Kuwait,2018,1,ind_conv_oil,Oil Dependency Convergence,Convergence,1,1,48.532303467287406,19.694153558381192,NA
KWT,Kuwait,2018,1,ind_conv_price,Price Level Convergence,Convergence,1,1,85.50243902439026,44.82335900654398,NA
KWT,Kuwait,2018,1,ind_elec_pc,Electricity Per Capita,Infrastructure,1,1,16764.967387689445,79.28479041378384,NA
KWT,Kuwait,2018,1,ind_fiscal_balance,Fiscal Balance Ratio,Financial,1,1,-5.8919269059350174,72.94414145718402,NA
KWT,Kuwait,2018,1,ind_gdp_growth,Real GDP Growth,Financial,1,1,3.1837479022605253,57.394266078773526,NA
KWT,Kuwait,2018,1,ind_inflation,Inflation Rate,Financial,-1,1,0.5547269101208396,58.474367855237176,NA
KWT,Kuwait,2018,1,ind_lfpr,Labor Force Participation,Labor,1,1,73.8,56.41025641025641,NA
KWT,Kuwait,2018,1,ind_m2_growth,M2 Money Supply Growth,Financial,1,1,4.544630391694518,36.10842001905394,NA
KWT,Kuwait,2018,1,ind_manufacturing_share,Manufacturing Share,Sustainability,1,1,7.4288880819560426,7.210911572284847,NA
KWT,Kuwait,2018,1,ind_non_oil_share,Non-oil GDP Share,Sustainability,1,1,52.589994150632776,13.718699684778619,NA
KWT,Kuwait,2018,1,ind_nonoil_rev_share,Non-oil Revenue Share,Sustainability,1,1,33.646432895599055,66.12204764284095,NA
KWT,Kuwait,2018,1,ind_oil_share,Oil Dependency,Sustainability,-1,1,47.41000584936721,13.71869968477865,NA
KWT,Kuwait,2018,1,ind_unemployment,Unemployment Rate,Labor,-1,1,6.4,49.842113330095266,NA
KWT,Kuwait,2018,2,Convergence,Convergence,Index,1,0.1,NA,50.73524134357075,NA
KWT,Kuwait,2018,2,Financial,Financial Integration,Index,1,0.2,NA,64.4148672909037,NA
KWT,Kuwait,2018,2,Infrastructure,Infrastructure,Index,1,0.2,NA,40.05381555357422,NA
KWT,Kuwait,2018,2,Labor,Labor & Mobility,Index,1,0.2,NA,68.71722110795645,NA
KWT,Kuwait,2018,2,Sustainability,Sustainability,Index,1,0.1,NA,25.192589646170767,NA
KWT,Kuwait,2018,2,Trade,Trade Integration,Index,1,0.2,NA,34.3525921554428,NA
KWT,Kuwait,2018,3,Index,GCC Economic Integration Index,NA,1,1,NA,49.10048232054959,Moderate
OMN,Oman,2018,1,ind_31_fdi,Intra-GCC FDI,Financial,1,1,1.9318470704595727,0.4044020718520265,NA
OMN,Oman,2018,1,ind_39_banking,GCC Banking Penetration,Financial,1,1,0.4346214208382717,54.79206659298458,NA
OMN,Oman,2018,1,ind_3_aviation,Aviation Connectivity,Infrastructure,1,1,1545.5744270195828,23.706385910829873,NA
OMN,Oman,2018,1,ind_44_stock,Stock Market Openness,Financial,1,1,100,100,NA
